3-0472     1.70982  -2.20889   9.21965         8
3-0501     0.06276   6.29328   5.38231        10
3-0524    -2.91522  14.86179   1.85626        10
3-0536    -2.95007  15.67705   0.00471        10
3-0545    -2.16737  13.52046  -0.84575        10
3-0557    -1.90863   7.25669  -0.01797        10
3-0567    -2.82042   2.25156   1.21268        10
3-0588    -5.67767   0.74279   1.71082        10
3-0597    -7.64777   5.55639   1.36043        10
3-0623    -13.97849  20.65175  -2.01878        10
3-0643    -13.45187  17.38667  -3.99731        10
3-0670     -12.186   9.75807   0.98428        10
3-0699    -3.66412    5.1373  10.55971        10
3-0724     6.43271  -15.47172  18.94644         8
3-0754     7.64392  -23.52803  21.41566         8
3-0776     5.19612  -3.82146   9.18974         8
3-0786     2.43094   2.69282   5.73636         8
3-0797    -1.25497   5.28161   3.29147        10
3-0806    -3.96646   4.79298   1.02083        10
3-0822    -8.65656   3.60466  -3.67854        10
3-0852    -14.49086   8.66411  -13.40697        10
3-0876    -16.37811   5.80812  -13.28204        10
3-0903    -11.27888   0.17276  -11.93282        10
3-0926    -6.24069   4.31709  -11.52148        10
3-0958     1.06615  -15.6668   1.55295         8
3-0982      1.3799   -25.231    7.4017         8
3-1009     0.37154  -8.06921   2.50435         8
3-1034    -1.72377  -0.86744   0.07899         8
3-1042    -2.69246  -1.80456   0.02859         8
3-1065    -5.06467  -4.19546  -0.65454         1
3-1086    -3.19821   -3.6294   0.75143         8
3-1111     0.05147  -12.20938   5.38264         8
3-1140      -0.246  -22.90053   3.38431         8
3-1163    -1.04077  -10.35634   -6.7569         1
3-1164    -1.10735  -9.60975  -7.12662         1
3-1171    -1.94293  -4.56768  -9.34781         1
3-1184    -4.13235   1.57789  -10.69844        10
3-1205    -6.83409   1.45269  -8.10085        10
3-1228    -6.47139  -2.29417  -8.18771        10
3-1235    -5.77684  -3.17199  -9.17365         1
3-1250    -3.79688  -5.29202  -11.69679         1
3-1260    -2.29875  -7.14414  -12.50536         1
3-1271    -1.06288  -8.63877  -12.03786         1
3-1285     0.43924  -6.89578  -10.72212         8
3-1286     0.59499  -6.58414  -10.62372         8
3-1290     1.26732  -5.11793  -10.21219         8
3-1308     4.47766   2.86813  -7.74362        10
3-1335     6.70898  -1.37578  -5.98502         8
3-1365      4.1833  -26.15852    2.7897         8
3-1392     0.98712  -11.52277   2.62155         8
3-1422      -7.832   9.43656   -1.1158        10
3-1435      -7.189   1.52407   0.61172        10
3-1451    -4.75294  -11.10794    4.6714         1
3-1460    -3.93938  -15.13598   5.87901         1
3-1474    -3.69986  -15.24345   5.45531         1
3-1482    -3.86469  -12.96717   4.77449         1
3-1493    -4.67929  -9.41117   4.47191         1
3-1505    -6.06204  -6.14101   4.91675         1
3-1514    -6.53197   -4.4943   4.93262         1
3-1524    -6.83546  -3.30978   4.06787         1
3-1536    -7.74425  -0.30551   0.94089        10
3-1560    -10.92497   9.53435  -8.57204        10
3-1589    -19.32118  13.29572  -7.43925        10
3-1611    -21.42313  14.11704  -1.54259        10
3-1622    -21.06987  16.21724  -0.54584        10
3-1652    -17.71938  11.62833   2.05661        10
3-1676    -8.84372  -8.87916  15.64479         1
3-1684    -5.65182  -12.2447  19.61737         8
3-1685    -5.28532  -12.47918  20.02542         8
3-1696    -1.85571  -13.78213   24.2157         8
3-1708     0.06328  -12.71191   26.5994         8
3-1718    -0.83871  -9.88462  25.69565         8
3-1729    -3.18996  -7.98143  23.75174         8
3-1740     -5.8018  -10.00533  23.37108         8
3-1751    -7.97734  -14.08303   23.4826         8
3-1762    -9.77095   -15.348  22.73705         1
3-1783    -14.85699  -1.30466  15.23537         1
3-1806    -23.04982  20.68364   4.08826        10
3-1817    -25.73523  24.34996   1.05598        10
3-1827    -26.89108  24.82454  -0.92812        10
3-1841    -24.73376  20.66513  -2.06651        10
3-1849    -21.42813  17.21931  -2.44075        10
3-1861    -16.89752  13.93971  -2.73099        10
3-1871    -14.17331  13.21924  -2.40411        10
3-1884    -10.88643  11.93574   -0.1364        10
3-1892    -7.80789   8.90998   2.22479        10
3-1906    -2.23369    3.0843   6.03459        10
3-1914     0.36505   0.07481   7.74664         8
3-1925     3.19933  -3.50026   8.55684         8
3-1936     4.62573  -3.69752   6.39291         8
3-1947     3.35582  -0.00735   2.71381         8
3-1956      0.9166   4.05069   -0.1669        10
3-1976    -5.05457  10.16723  -3.82021        10
3-1998    -7.89539  12.30699  -1.19313        10
4-0012     3.77473  -1.60852  -8.24283         8
4-0054     5.36266  -14.03814   -5.3102         8
4-0064     5.41107  -12.50258  -5.77658         8
4-0081     6.92911  -5.30301  -6.73572         8
4-0103     5.45612   6.57721  -6.62167        10
4-0125      3.9054   7.59265  -8.47174        10
4-0146     2.47026  -0.88696  -7.21365         8
4-0159      2.2108  -3.80183  -5.72285         8
4-0182     0.74924   1.94163  -3.07594        10
4-0212    -0.90501  14.05595  -0.06281        10
4-0234     1.30573   8.10827   2.68661        10
4-0254     3.89468  -2.59005   6.51982         8
4-0274     4.19301  -8.21503   9.74097         8
4-0294     4.64813  -0.52918   9.22754         8
4-0318     7.15773    8.6899   8.53429         9
4-0329     9.04575   8.53773   8.31441         9
4-0341    12.32683   5.53178   7.95418         9
4-0350    14.91156   3.60872   7.02396         9
4-0359    16.38841    3.4759   5.37584         9
4-0385    17.28789   7.99843   1.24625         9
4-0409    18.41057  11.74656   1.07921         9
4-0431    24.55034  11.48443   1.72168         9
4-0454    27.62416   9.54209  -1.09428         9
4-0474    27.08566  12.72295  -4.57079         9
4-0485    27.02527  13.83124  -3.79604         9
4-0495    27.90236  13.70725  -1.50838         9
4-0526    33.18176  10.35775   7.80223         5
4-0539    32.66318   6.62471   10.2442         5
4-0549    33.45836   1.99095  11.21017         5
4-0559    34.28065  -1.42664  12.02324         5
4-0571    33.96234   0.03912  12.23053         5
4-0583    32.69946   6.95521  10.92288         5
4-0592    32.48529  11.98435   9.25616         5
4-0604    32.06349   17.5942   7.02635         5
4-0614    29.85909  21.11576   6.07811         9
4-0625     26.3302  21.92835   5.83913         9
4-0640    24.58989  19.22745   5.87645         9
4-0646    24.81845   18.1217   6.05502         9
4-0671    29.18164  17.14897   7.04781         9
4-0682    32.99596  18.17063   7.34529         5
4-0694      37.326  19.85896   7.95477         5
4-0705    40.37624  19.19209   9.49815         5
4-0712      42.341  16.42683  10.85924         5
4-0728    46.87558   5.52681  14.11417         5
4-0735    48.23264   0.74393  15.51593         5
4-0750     52.3531  -7.44023  16.70512         5
4-0757    54.97693  -9.52371  15.49689         5
4-0770    58.70011  -10.30618  11.65874         2
4-0778    59.41164   -8.8566   9.08455         2
4-0793    57.76215  -3.77442   2.96394         2
4-0801    55.92244  -0.30019  -1.25717         2
4-0814    51.17168   7.08335  -8.20036         5
4-0824    48.26936   12.2198  -12.96655         5
4-0833    46.55119  14.80972  -16.4371         5
4-0834     46.4321  14.96488  -16.74779         5
4-0844    46.09059  15.24206  -19.09355         5
4-0845    46.13745  15.12008  -19.23273         5
4-0860    49.63542   9.29042  -19.37479         5
4-0866    52.41375   5.14553  -18.75659         2
4-0881    57.18616  -5.59888  -15.05832         2
4-0889    56.84663  -8.25711  -12.87985         2
4-0912     57.6086  -8.72468   -7.4063         2
4-0922    60.22629  -11.25932   -4.3399         2
4-0935    58.10435  -13.47388   0.30975         2
4-0943    56.18015  -14.38762   3.59071         2
4-0955    58.42085  -19.62872   8.43158         2
4-0977    74.54945  -31.59027   8.58699         4
4-1008    64.05289  -27.4308   8.82709         2
4-1022    59.67345  -25.22878   9.81586         2
4-1035    60.80996  -20.5238   9.48875         2
4-1040     62.8595  -19.52022   9.38448         2
4-1062    72.41859  -18.60692   5.93578         2
4-1085    64.31823  -12.93009  -1.01604         2
4-1112    55.91741  -9.54634  -5.95407         2
4-1129     58.0933  -9.15602  -4.78876         2
4-1153    59.48911  -6.35777  -4.28896         2
4-1176    58.93451  -1.59857  -7.70592         2
4-1197    59.82907   3.38954  -9.86086         2
4-1212    62.59103   2.08111  -9.67458         2
4-1223    62.52801   2.99642  -9.44731         2
4-1233    60.80649    4.9471  -7.98657         2
4-1244    60.34155   5.35133  -4.63477         2
4-1255    62.73335   3.94506  -1.15395         2
4-1265    65.19228   3.58842   1.43858         2
4-1276    64.11771   4.08363   3.51746         2
4-1298    58.50426   4.67126    4.9716         2
4-1308    60.23463   3.71266   5.71977         2
4-1325    67.94035   2.16161   8.40685         2
4-1334    70.91048   1.29793  10.32445         2
4-1355    77.77215  -5.63649  18.16306         2
4-1376    76.63135  -9.95455  25.11565         2
4-1397    81.65884  -18.01487  26.65147         4
4-1419    88.68967  -19.16669  20.59338         4
4-1441    86.18074  -16.87461  15.65239         4
4-1453    78.53897  -9.57256  12.22128         2
4-1459     74.0837  -3.76778   9.53995         2
4-1477    67.12127  10.06707   0.63593         2
4-1504    62.18227  15.04022  -12.22188         2
4-1521    64.81932    7.9418  -12.70212         2
4-1530    68.34412   1.52025  -10.62712         2
4-1538    70.78147  -3.58624  -7.95013         2
4-1557    76.14422  -9.80062   0.09703         2
4-1567    81.33888  -13.18341   4.62872         2
4-1577    85.73943  -16.54507   8.08051         4
4-1590    90.22625  -19.2645    8.5531         4
4-1600    92.83767  -20.9733    7.3896         4
4-1610     92.7971  -22.97093   6.64447         4
4-1621    89.92271  -25.94122   5.69481         4
4-1631    86.92069  -27.8853   4.67471         4
4-1643      85.558  -27.8496   4.95898         4
4-1653    86.61235  -25.71604   5.57076         4
4-1654    86.76424  -25.35801   5.62515         4
4-1663     88.7325  -21.0402   5.49742         4
4-1673    90.95081  -16.76445   4.65086         4
4-1685    94.42052  -17.8462    3.6701         4
4-1696    95.49171  -21.91771   3.21631         4
4-1708    94.61707  -27.92006   3.14597         4
4-1716    94.97201  -32.78351   2.48077         4
4-1737    103.05656  -43.36454  -1.42561         4
4-1757    105.51973  -33.58213  -1.73523         4
4-1763    101.53931  -27.76735  -2.01678         4
4-1776    93.23646  -19.82525  -4.26004         4
4-1789    89.26451  -18.92116  -8.69301         4
4-1798    89.13967  -19.69393  -12.06311         4
4-1809    88.50747  -19.4198  -15.52335         4
4-1834    94.15982  -24.04041  -19.8963         4
4-1851    95.86543   -18.708  -17.37938         4
4-1859    94.54597  -14.42909  -15.58179         4
4-1870    94.24769  -11.29659  -12.88618         4
4-1880    96.24394  -12.40567  -10.87985         4
4-1893     97.7262  -16.24861  -8.88631         4
4-1900    97.33172  -19.44988  -8.15089         4
4-1915    97.60031  -27.60675  -7.69203         4
4-1921    98.69083  -29.64845  -8.09233         4
4-1935     99.2731  -30.60156  -9.01253         4
4-1943    98.28036  -29.51735  -8.02983         4
4-1965     91.6717  -20.22197  -2.31915         4
4-1979    83.25498  -9.51469   0.29102         2
4-1987    79.93389  -4.54005   0.25287         2
5-0013     7.71664  -8.35169  -0.21184         8
5-0040    13.15553  -14.98608   2.24344         8
5-0055    15.59473  -16.77284   4.87474         8
5-0065    17.75873  -18.04673   5.83051         8
5-0088    21.76831  -19.61345   3.98453         8
5-0120    16.54099  -18.34558  -3.07173         8
5-0143    11.95648  -12.71812  -9.31783         8
5-0167    19.61555  -15.47324  -9.64696         8
5-0186    21.97832  -16.89579  -8.84854         8
5-0207    15.49762  -10.01948  -13.54597         8
5-0216    12.91844  -6.34146  -17.18794         8
5-0228    11.20061  -5.37925  -19.08487         8
5-0238    11.45882  -6.23085  -19.17471         8
5-0239    11.53862  -6.30555  -19.16043         8
5-0250    12.55136  -6.87543  -19.22214         8
5-0272    13.71619  -10.60767  -17.11459         8
5-0291    11.01187  -11.15125  -14.94884         8
5-0292    10.86507  -11.06109  -14.85374         8
5-0318    15.84143  -18.07631  -6.44025         8
5-0332    22.22626  -24.95003  -1.04901         8
5-0348    26.53337  -29.82246   2.30463         8
5-0362    26.12396  -29.47842   1.90422         8
5-0371    24.48714  -26.87526   0.92374         8
5-0372    24.31358  -26.48824    0.7829         8
5-0383    22.55139  -21.27295  -1.16623         8
5-0394    20.69421  -15.99537   -3.6414         8
5-0426    12.52579  -4.33056  -11.96451         8
5-0445     5.31561     4.333  -18.70203        10
5-0471     5.12459  14.10819  -23.40681        10
5-0478     7.37511  14.37308  -21.84837        10
5-0504    18.14148   8.73185  -10.60687         9
5-0528    27.09056  -2.48174   0.97823         5
5-0545    35.92401  -16.2054   9.82133         5
5-0564      43.526  -28.41819  20.30791         5
5-0595    41.43587  -21.57625  18.35205         5
5-0615    32.54607  -3.59366  10.10663         5
5-0623    28.84332   3.39052   7.24188         5
